,Term,Age1,MUDI,Avg Transactions,Avg Bal,Avg Turnover,Time with Bank Years,Total Salary,Multiple Customers,Single Purpose,Outcome_G
7034,24,3109,2,42,1691,2788,9,42,0,0,1
7035,36,4011,0,95,638,5320,16,73,1,1,1
7036,60,3302,2,35,289,2481,11,30,0,1,1
7037,36,2202,0,0,0,0,2,23,0,1,1
7038,12,4308,0,21,1543,2203,13,26,0,1,1
7039,48,4806,5,25,1527,3631,10,57,0,1,1
7040,12,3402,6,28,400,2435,4,34,0,1,1
7041,60,4809,0,15,202,3302,11,45,0,1,1
7042,24,6102,0,17,2374,3735,10,53,0,1,1
7043,84,5506,0,6,5513,8545,12,83,1,1,1
7044,36,3710,0,31,1280,4295,3,31,0,1,1
7045,36,2708,0,37,164,2894,10,42,0,1,1
7046,30,4908,0,22,33921,7351,9,31,0,1,1
7047,36,2603,1,12,281,2084,2,29,0,0,1
7048,24,4111,0,13,4984,2970,16,27,0,1,1
7049,36,3205,5,71,168,4314,4,43,0,0,1
7050,36,3101,1,34,325,1927,3,41,1,1,1
7051,60,6007,0,21,11973,5908,15,100,0,1,1
7052,6,7011,0,28,537,2119,10,11,0,1,1
7053,60,5306,0,84,941,4456,16,61,1,1,1
7054,30,4200,0,67,7588,10695,9,118,0,1,1
7055,60,2307,0,0,0,0,0,22,0,0,1
7056,120,3304,1,27,9423,10775,7,31,0,1,1
7057,36,5406,0,3,71,144,10,47,1,1,1
7058,120,3511,0,13,287,1259,7,52,1,1,1
7059,24,4505,1,36,842,5085,11,15,0,0,1
7060,60,4307,2,32,374,2678,16,38,0,1,1
7061,36,4201,0,34,972,3233,12,49,0,1,1
7062,72,3805,0,6,80,126,10,10,0,0,1
7063,12,6210,6,28,74,5750,10,52,1,1,1
7064,60,5205,0,31,935,1429,4,10,0,0,1
7065,12,5400,5,22,1028,2093,15,29,0,1,1
7066,48,4300,0,24,193,1657,3,46,1,0,1
7067,60,5403,2,20,887,3538,17,29,0,0,1
7068,36,4004,0,14,2503,1332,18,46,0,1,1
7069,21,2204,0,35,436,1796,2,27,0,1,1
7070,36,4601,4,24,1109,2726,12,32,0,0,1
7071,72,3601,0,20,505,2834,2,40,0,1,1
7072,120,3408,2,44,1737,8990,13,32,0,0,1
7073,84,4003,0,11,6969,1445,10,30,0,1,1
7074,36,4700,2,13,1698,523,22,40,0,0,1
7075,36,4703,4,26,2289,1866,12,35,0,0,1
7076,60,3607,3,32,818,1961,17,28,0,1,1
7077,60,3903,0,21,60,2370,11,29,1,1,1
7078,36,3500,4,31,1873,4010,10,64,0,1,1
7079,24,6005,0,13,707,2076,16,29,0,1,1
7080,60,2907,0,5,3223,583,2,54,0,1,1
7081,36,2705,2,49,95,2760,4,33,0,0,1
7082,60,4107,3,22,143,3422,2,41,0,1,1
7083,60,3607,6,6,464,71,11,0,0,0,1
7084,48,5111,0,6,356,466,17,40,0,1,1
7085,6,4811,1,58,2849,6922,14,65,1,1,1
7086,12,5504,6,32,64,2762,10,49,1,0,1
7087,36,3703,3,25,565,2803,10,30,0,0,1
7088,24,5304,3,26,509,3010,10,42,0,1,1
7089,48,4300,0,14,2490,3102,19,42,0,1,1
7090,24,4401,0,36,1002,2881,7,36,0,1,1
7091,24,3609,0,29,1402,4675,10,77,0,1,1
7092,18,3809,0,56,1113,3866,6,59,0,1,1
7093,12,3610,2,38,1019,3456,13,28,0,1,1
7094,36,4210,0,10,3536,2778,16,48,0,1,1
7095,24,5401,4,23,1840,1411,20,0,0,1,1
7096,21,2207,0,11,515,425,5,21,0,0,1
7097,18,3206,0,23,67,3370,10,51,0,0,1
7098,36,2510,0,18,531,2536,10,30,0,1,1
7099,36,3708,0,49,2211,3529,5,35,1,1,1
7100,12,2502,1,10,484,2919,9,48,0,1,1
7101,36,4407,0,22,905,2237,10,40,0,0,1
7102,36,3604,0,27,756,2456,13,30,0,1,1
7103,48,4201,1,35,172,5263,11,50,0,1,1
7104,36,2605,2,37,225,3516,10,40,0,0,1
7105,48,5800,0,26,1297,2394,10,34,0,1,1
7106,60,2910,0,31,1790,2610,6,56,1,1,1
7107,24,2511,0,54,487,2218,2,22,0,0,1
7108,60,4907,4,23,4345,2722,10,42,0,0,1
7109,12,4707,1,19,753,2673,13,59,1,1,1
7110,24,5511,1,21,450,1401,10,17,0,1,1
7111,48,6008,0,14,1969,2962,18,43,1,1,1
7112,36,2308,0,15,1792,1173,7,22,0,1,1
7113,24,2909,0,48,200,2845,6,50,1,1,1
7114,120,4100,0,37,5480,6924,16,120,0,0,1
7115,36,2905,0,56,402,2973,11,34,0,1,1
7116,48,3901,0,19,1030,3150,6,63,0,1,1
7117,12,3502,1,26,2290,7225,8,71,0,1,1
7118,36,2101,3,26,369,2118,2,29,0,1,1
7119,60,3410,0,31,1168,4278,10,41,1,1,1
7120,48,3103,1,4,90,190,11,28,1,0,1
7121,36,2604,0,13,2315,2806,7,34,0,1,1
7122,36,3010,4,24,396,4628,7,75,0,1,1
7123,60,2311,0,37,1082,2866,7,32,0,0,1
7124,60,2711,5,32,600,4200,9,39,0,1,1
7125,48,5207,0,0,0,0,3,23,0,0,1
7126,48,5003,0,34,217,4835,15,43,1,0,1
7127,24,2509,1,61,2247,2785,4,28,0,1,1
7128,48,5204,4,16,4324,5178,9,136,1,1,1
7129,60,4005,0,23,416,2992,13,36,0,1,1
7130,36,3103,0,17,1284,3416,5,40,0,1,1
7131,36,4401,0,47,2632,4307,10,63,0,0,1
7132,24,4607,0,48,220,3229,15,42,0,0,1
7133,12,3307,0,16,2441,3016,4,27,0,1,1
7134,24,3203,5,24,2281,2726,6,30,0,0,1
7135,60,2907,4,34,599,3203,3,44,0,1,1
7136,60,3806,0,10,2045,2806,9,40,0,1,1
7137,36,4301,3,24,293,4187,17,58,0,0,1
7138,60,3804,0,0,0,0,9,53,1,1,1
7139,12,6010,0,11,3810,2745,10,38,0,1,1
7140,48,2708,5,34,462,2270,11,9,0,0,1
7141,36,4004,0,13,3537,2245,10,30,0,1,1
7142,18,5911,0,34,735,2854,10,28,0,1,1
7143,36,3108,4,27,414,4938,12,84,1,1,1
7144,36,5411,6,40,550,2270,6,30,0,1,1
7145,36,4004,0,33,365,2266,7,29,0,1,1
7146,60,3409,0,26,4421,3944,2,60,0,1,1
7147,30,4401,4,31,871,3797,3,60,0,0,1
7148,60,3400,1,44,781,4980,6,57,0,1,1
7149,60,3506,1,19,1585,4946,13,58,0,1,1
7150,84,4500,0,4,582,789,3,30,0,1,1
7151,48,3100,3,33,490,4359,13,30,0,1,1
7152,12,5310,0,0,0,0,10,25,1,1,1
7153,24,2208,3,5,318,66,3,4,0,0,1
7154,12,2200,1,31,215,2167,3,33,0,1,1
7155,24,4011,0,45,6645,5552,10,80,0,1,1
7156,12,6300,0,13,201,1120,11,13,0,1,1
7157,120,3511,1,46,397,4169,13,37,0,0,1
7158,60,6406,0,0,33,0,7,42,0,0,1
7159,60,4707,0,6,471,475,13,32,1,1,1
7160,24,5900,0,52,8320,28088,15,40,1,1,1
7161,48,3311,0,44,1444,7749,8,65,0,1,1
7162,60,4700,0,27,765,2758,11,42,0,1,1
7163,60,4704,1,31,53,2713,9,62,1,1,1
7164,36,2803,0,20,415,2123,11,30,0,1,1
7165,24,4907,0,46,3,4601,10,49,0,0,1
7166,36,5001,0,10,449,1299,9,34,0,0,1
7167,60,4504,2,60,826,5825,10,70,0,0,1
7168,36,3804,2,38,512,3191,18,48,0,0,1
7169,36,5900,0,37,3577,4427,7,32,0,1,1
7170,24,2903,0,126,350,6372,5,36,0,1,1
7171,60,5410,2,35,639,4254,7,53,0,1,1
7172,36,4010,0,3,177,420,12,60,1,1,1
7173,6,6607,0,14,358,1168,10,11,0,1,1
7174,18,6505,0,6,10678,2611,6,10,0,1,1
7175,48,4800,0,39,2239,3328,10,57,0,1,1
7176,36,4703,0,42,2458,4952,2,34,0,1,1
7177,12,3000,0,29,1191,5896,2,83,0,1,1
7178,60,5610,0,10,1669,1958,17,16,1,0,1
7179,24,3610,0,8,2556,1421,2,48,1,1,1
7180,36,3907,0,23,9938,3628,12,39,0,1,1
7181,12,6004,0,0,0,0,24,0,0,1,1
7182,60,2906,2,20,407,1875,11,24,0,1,1
7183,60,3808,0,44,971,4905,3,25,0,0,1
7184,24,5007,2,33,172,3345,10,45,0,1,1
7185,36,2903,1,31,1310,4251,1,37,0,1,1
7186,60,3702,0,35,1420,2981,4,44,0,1,1
7187,60,4706,0,16,790,1325,14,22,0,1,1
7188,60,4806,4,25,3319,3948,16,66,0,0,1
7189,60,4401,5,114,148,4398,13,121,1,1,1
7190,48,4806,0,28,2293,4655,16,43,0,1,1
7191,36,4506,1,66,3691,8344,10,63,0,1,1
7192,60,5806,0,23,1521,3072,10,26,0,1,1
7193,36,2904,1,39,198,3051,13,36,0,0,1
7194,36,5000,6,21,30,1749,6,22,0,1,1
7195,60,3607,6,25,6,2213,9,0,0,0,1
7196,60,4108,0,26,123,3026,11,54,0,1,1
7197,60,5204,0,0,2097,3567,10,30,0,1,1
7198,48,3008,0,40,306,3305,12,46,0,1,1
7199,60,2911,0,16,458,2630,14,33,1,1,1
7200,36,4909,0,0,0,0,6,54,1,1,1
7201,36,4211,5,33,336,2627,12,39,0,1,1
7202,12,5010,0,41,1110,7689,9,51,1,1,1
7203,21,5605,0,14,11220,2890,2,25,0,1,1
7204,84,3210,0,22,166,1635,4,19,0,0,1
7205,21,5704,0,51,2202,12894,15,125,0,1,1
7206,60,5011,0,33,3301,2614,17,50,0,1,1
7207,24,4207,0,44,1019,3697,10,60,0,1,1
7208,30,4511,3,23,671,3045,10,43,0,0,1
7209,60,3607,1,54,21,6071,10,60,0,0,1
7210,18,4801,0,28,1624,3882,18,25,0,1,1
7211,18,2604,1,41,1497,4384,8,35,0,0,1
7212,12,5206,0,9,2815,2556,16,35,0,1,1
7213,24,2705,0,65,1992,4200,1,34,0,1,1
7214,24,4401,2,22,2298,1053,9,19,1,0,1
7215,48,2809,3,26,264,2508,10,41,0,0,1
7216,72,5307,0,33,1595,4036,10,14,0,0,1
7217,36,3110,5,24,690,3828,3,52,0,0,1
7218,60,5608,0,0,0,0,0,28,0,1,1
7219,36,2910,0,25,830,2568,10,38,0,1,1
7220,60,5600,0,11,258,1727,2,18,0,1,1
7221,96,5809,6,1,2453,295,7,64,1,0,1
7222,36,5504,0,43,3968,7503,6,120,1,0,1
7223,60,5902,2,23,1038,2972,11,78,1,1,1
7224,12,5310,3,3,7202,4916,10,59,0,1,1
7225,48,4600,5,20,1031,3461,12,63,0,1,1
7226,36,5411,0,3,175,183,10,48,1,0,1
7227,60,4602,1,5,131,1083,4,55,1,1,1
7228,36,5109,0,12,256,3552,10,41,1,0,1
7229,36,3707,4,26,149,2096,11,21,0,1,1
7230,12,2707,0,23,499,2073,9,29,0,1,1
7231,30,5302,0,82,1110,5230,9,103,0,1,1
7232,18,4610,0,18,89,2289,10,27,0,1,1
7233,48,3403,0,20,7435,8579,13,24,0,1,1
7234,24,3502,6,41,2163,5244,9,54,1,0,1
7235,12,2310,5,24,297,1723,16,24,0,0,1
7236,12,4600,0,22,4514,5224,11,67,1,1,1
7237,24,3704,3,3,6,67,3,42,0,1,1
7238,30,5108,0,71,708,6707,10,98,1,1,1
7239,24,3104,0,41,313,2217,14,33,0,0,1
7240,12,3607,0,8,2397,1330,2,48,1,1,1
7241,48,2810,6,42,330,3382,5,38,0,1,1
7242,18,2400,0,22,850,2490,5,25,0,1,1
7243,48,5006,0,87,839,4299,10,53,0,1,1
7244,72,8103,4,2,7959,300,4,30,1,0,1
7245,12,6010,0,47,2312,4875,8,30,0,1,1
7246,12,7010,1,8,101,517,16,8,0,1,1
7247,120,5611,0,11,4242,6465,10,98,1,1,1
7248,9,3311,0,59,649,2792,12,33,0,1,1
7249,48,3403,0,19,2494,7423,10,56,0,1,1
7250,96,4505,2,8,20,110,16,10,0,0,1
7251,12,6004,1,25,764,1887,22,19,0,1,1
7252,36,3601,1,10,1187,3630,16,52,1,1,1
7253,24,3102,0,18,1216,2600,21,40,0,1,1
7254,12,3301,5,23,71,3357,8,58,0,1,1
7255,36,3007,0,29,1312,4525,1,56,0,1,1
7256,24,5106,0,68,9506,5516,13,22,1,1,1
7257,60,3802,1,70,176,5293,10,56,1,1,1
7258,48,5107,0,43,5268,3273,14,26,0,1,1
7259,18,3608,3,60,3216,4709,17,33,0,0,1
7260,84,3704,0,19,2853,3769,9,60,0,0,1
7261,24,3811,0,40,307,3488,8,70,0,0,1
7262,12,3503,1,27,239,3721,6,36,0,1,1
7263,12,4411,0,25,1576,3753,10,45,0,1,1
7264,60,3600,1,33,1493,7110,10,49,0,1,1
7265,60,5811,0,21,5377,2995,18,45,1,1,1
7266,120,4107,0,6,1418,3086,12,30,1,0,1
7267,48,2400,4,41,220,1906,12,55,1,1,1
7268,60,4407,6,16,975,2933,10,36,1,1,1
7269,24,4711,0,20,1276,1357,7,77,1,1,1
7270,24,4809,3,24,385,2386,9,47,0,1,1
7271,36,6603,1,11,9182,2582,18,55,0,0,1
7272,60,4309,5,18,408,4598,9,90,1,1,1
7273,36,3005,0,22,1174,2876,4,25,0,1,1
7274,60,4104,2,17,11629,17477,18,28,0,1,1
7275,84,3511,0,17,626,3681,4,65,0,0,1
7276,36,4206,1,59,576,8751,11,78,0,1,1
7277,84,5410,0,0,0,0,12,33,1,1,1
7278,60,4704,0,89,64298,40861,17,149,0,1,1
7279,12,3503,1,38,666,5118,10,40,0,1,1
7280,24,2401,0,26,2504,3029,2,43,0,1,1
7281,48,4311,4,39,1213,2948,12,51,0,1,1
7282,36,5308,1,37,120,4105,10,30,0,1,1
7283,12,5200,0,71,1362,7140,17,72,0,1,1
7284,12,5500,0,13,8664,4424,10,42,1,1,1
7285,18,5004,0,42,9029,2687,9,44,1,1,1
7286,24,6011,5,29,1228,2088,10,16,0,0,1
7287,60,2607,0,25,251,2253,21,29,0,1,1
7288,54,4501,5,49,2091,5510,10,82,0,0,1
7289,60,3811,0,106,1167,5020,6,72,0,1,1
7290,12,2601,0,40,7741,2881,4,36,0,1,1
7291,24,4104,0,39,405,4508,16,54,1,0,1
7292,60,5801,2,37,104,1569,17,45,1,1,1
7293,60,4902,0,0,0,0,10,34,0,0,1
7294,60,5501,0,24,1011,2195,26,23,0,1,1
7295,60,2702,0,25,887,5221,3,56,1,1,1
7296,60,4303,4,47,1522,2383,11,21,0,0,1
7297,6,5611,0,28,2619,3355,16,44,0,1,1
7298,12,3900,0,51,313,4280,20,46,0,1,1
7299,12,5904,1,34,362,5178,8,69,0,1,1
7300,60,3906,0,30,353,2877,12,32,0,1,1
7301,60,3510,5,40,13,4231,18,54,0,0,1
7302,48,2911,1,27,1066,2353,10,27,0,0,1
7303,27,3608,0,15,7630,5779,1,106,1,1,1
7304,60,4806,0,73,463,7127,10,77,1,1,1
7305,24,3204,0,21,5224,11735,6,40,1,1,1
7306,12,4405,0,54,201,2348,4,13,0,1,1
7307,36,5200,2,44,1318,6083,13,51,0,1,1
7308,60,4107,0,6,950,1275,32,26,0,1,1
7309,36,2305,1,56,166,4119,2,30,0,1,1
7310,48,5407,1,32,4132,21577,5,14,0,1,1
7311,36,4108,0,5,1194,220,14,82,0,1,1
7312,36,4707,1,26,1008,3099,16,36,1,1,1
7313,36,5503,2,23,45,1888,13,23,0,1,1
7314,30,4504,0,22,1421,13022,8,20,0,1,1
7315,60,4510,1,31,176,3316,5,58,1,0,1
7316,60,5011,0,41,734,6285,11,111,0,1,1
7317,60,5807,0,33,4752,2760,10,37,0,0,1
7318,36,3603,0,20,1716,2006,14,28,0,1,1
7319,72,4906,0,32,390,5745,10,88,0,1,1
7320,12,2210,2,38,150,1469,3,17,0,0,1
7321,36,5805,0,8,443,1861,8,25,0,1,1
7322,60,4807,0,15,639,3370,15,50,0,1,1
7323,48,4806,0,0,0,0,11,22,0,1,1
7324,36,4006,5,35,340,4212,12,48,0,0,1
7325,18,3111,0,24,5538,2320,17,31,0,1,1
7326,48,6700,0,5,1625,277,10,13,0,1,1
7327,15,4206,0,67,51,3383,12,36,0,1,1
7328,36,5204,3,10,85,582,18,24,1,1,1
7329,36,3810,0,0,0,0,0,120,0,1,1
7330,42,3210,4,49,708,2528,4,43,1,1,1
7331,60,2502,0,12,5640,1753,7,24,0,1,1
7332,48,3808,0,69,1380,2717,12,33,0,1,1
7333,36,3106,1,18,230,932,10,18,0,0,1
7334,36,3202,0,34,1508,2740,2,84,1,1,1
7335,48,2302,0,15,640,2578,5,32,0,1,1
7336,36,6501,4,23,1144,2150,15,22,0,1,1
7337,18,3301,1,29,845,2975,15,40,0,1,1
7338,48,4610,0,9,233,2215,10,29,0,0,1
7339,18,5411,0,44,1454,3595,10,40,0,1,1
7340,12,5100,0,29,1687,4735,7,10,0,1,1
7341,12,3104,4,31,92,1635,10,19,1,1,1
7342,36,6505,0,27,342,2582,12,38,1,1,1
7343,12,4102,2,48,750,4573,1,39,0,1,1
7344,30,2503,1,45,1340,3278,10,32,0,1,1
7345,18,3604,0,25,10057,5375,6,125,1,1,1
7346,60,4206,4,21,156,2380,18,18,0,0,1
7347,60,5003,2,17,278,2814,10,37,0,1,1
7348,60,5103,2,17,1512,2046,16,32,0,0,1
7349,36,3710,1,46,2440,3972,7,23,0,0,1
7350,12,4802,0,27,431,2385,9,29,0,1,1
7351,60,3903,6,2,62,140,11,14,0,1,1
7352,36,3705,5,18,433,2129,13,28,0,1,1
7353,60,3910,4,87,1747,5255,11,44,0,1,1
7354,36,5700,0,18,1345,5820,9,74,0,1,1
7355,21,4500,1,9,847,1000,9,67,0,1,1
7356,60,4811,1,61,705,7258,10,67,0,1,1
7357,60,3211,6,30,764,5137,9,34,0,1,1
7358,36,3410,0,32,1466,2110,16,30,0,1,1
7359,24,3411,6,24,140,2594,15,32,0,1,1
7360,84,4111,1,26,2438,4283,10,53,0,1,1
7361,42,5400,5,19,52,1982,8,23,0,0,1
7362,60,3302,1,21,1277,3668,10,59,0,1,1
7363,48,5407,0,37,2620,6436,10,68,0,1,1
7364,24,3005,3,31,346,4088,3,10,0,0,1
7365,120,3003,0,34,5540,17179,11,79,1,0,1
7366,24,3208,2,63,1756,3369,1,30,1,1,1
7367,48,3308,2,83,1010,4575,10,26,0,1,1
7368,6,2106,5,25,127,1400,14,18,0,1,1
7369,12,4407,0,30,664,2490,11,34,0,1,1
7370,60,3404,0,24,1034,2615,10,37,0,1,1
7371,36,4508,0,26,3158,4382,9,50,0,1,1
7372,12,5204,0,6,14910,1053,12,36,0,1,1
7373,48,4910,0,55,1225,4291,10,52,0,1,1
7374,60,4600,6,19,250,2744,2,34,0,1,1
7375,30,4800,0,52,4089,6127,9,38,0,1,1
7376,24,7309,0,17,453,838,18,40,0,1,1
7377,12,3107,6,56,381,2881,18,33,0,0,1
7378,72,3709,0,40,1786,2365,6,21,0,1,1
7379,60,4007,0,29,91,10713,3,174,1,1,1
7380,60,3410,0,0,0,0,0,100,0,0,1
7381,36,7008,0,19,2947,1897,10,21,0,0,1
7382,36,3404,0,20,194,1666,13,38,1,1,1
7383,24,4802,0,36,2633,6609,14,19,0,1,1
7384,72,4107,0,29,526,2514,15,29,0,1,1
7385,24,2704,1,17,769,3692,5,38,0,1,1
7386,84,2806,1,45,159,3827,6,50,1,1,1
7387,60,6904,0,0,0,0,0,45,0,1,1
7388,18,5305,2,26,115,2350,0,11,1,0,1
7389,18,3106,0,18,5263,3634,3,64,0,1,1
7390,36,5411,4,11,1954,2143,10,31,0,1,1
7391,36,2809,0,30,176,1497,8,18,0,1,1
7392,48,4303,0,57,1919,3601,15,42,0,1,1
7393,48,4902,4,28,825,1398,10,40,0,0,1
7394,30,6604,0,27,234,1878,12,11,0,1,1
7395,60,3908,0,21,799,3092,4,70,0,1,1
7396,12,3805,2,33,717,3450,11,55,0,0,1
7397,48,4107,0,24,1150,3550,14,24,0,1,1
7398,48,3406,0,13,151,1180,3,60,1,1,1
7399,60,4706,0,10,517,2186,9,30,0,1,1
7400,36,3701,3,27,2730,3813,10,60,0,0,1
7401,18,3608,0,14,402,1171,15,10,0,1,1
7402,120,4805,1,20,905,2596,19,33,0,0,1
7403,96,5409,5,26,23,5092,10,93,0,1,1
7404,54,3802,0,3,219,640,9,35,0,1,1
7405,60,2506,0,41,653,2436,7,35,0,1,1
7406,18,3107,0,20,2750,3822,15,48,0,1,1
7407,12,4507,0,14,2405,1761,17,31,0,0,1
7408,36,4310,6,13,137,562,10,0,0,0,1
7409,60,3008,0,59,967,6526,10,38,0,0,1
7410,15,3308,0,36,862,2329,15,30,0,1,1
7411,12,4906,6,25,1691,2950,12,44,0,1,1
7412,12,4909,1,36,381,2465,10,30,0,0,1
7413,60,3807,4,17,14501,5254,6,75,0,0,1
7414,36,3806,0,18,644,2265,14,7,0,0,1
7415,36,5004,0,13,647,1776,4,22,0,1,1
7416,12,3908,1,27,1435,4802,2,68,0,1,1
7417,24,2004,0,18,3281,1497,2,30,1,1,1
7418,36,5810,0,19,4892,3077,10,45,0,1,1
7419,6,3302,0,31,634,3467,3,53,0,1,1
7420,36,2210,0,28,960,1970,3,27,0,1,1
7421,36,4700,0,64,2519,6525,10,34,0,1,1
7422,36,3304,0,29,400,3629,9,28,0,1,1
7423,36,2310,0,15,463,1784,2,25,0,1,1
7424,24,2700,1,56,42,3314,9,34,0,1,1
7425,21,7105,1,28,190,1820,10,0,0,0,1
7426,60,2806,2,4,7749,79,18,15,0,0,1
7427,21,5105,0,77,137,4074,8,18,0,0,1
7428,60,4704,0,4,404,1895,18,47,0,1,1
7429,60,4508,6,43,2032,3702,10,43,0,0,1
7430,36,5202,0,31,372,2758,9,20,0,1,1
7431,24,4003,2,44,1234,3953,5,58,0,1,1
7432,24,2902,0,25,214,2103,10,30,0,1,1
7433,60,4902,4,45,628,1636,17,23,0,0,1
7434,72,4801,1,20,5209,2654,9,38,1,0,1
7435,48,2601,0,15,11181,2948,6,50,0,1,1
7436,24,5601,0,21,1927,2635,4,34,0,1,1
7437,72,3702,0,23,3922,5638,7,21,0,1,1
7438,24,4103,2,3,5221,6845,9,35,0,1,1
7439,60,2608,6,32,241,2525,10,67,1,1,1
7440,60,6006,3,37,1739,2958,16,45,0,0,1
7441,48,3003,0,31,2223,3186,3,33,0,1,1
7442,36,2509,0,53,1724,2573,11,31,0,1,1
7443,36,4709,0,16,1106,3217,16,60,1,1,1
7444,60,3601,0,72,4906,4014,13,55,1,1,1
7445,18,3302,0,26,1031,1676,5,17,0,1,1
7446,24,3508,1,21,1025,2340,16,33,0,1,1
7447,48,4801,0,31,1195,3659,10,64,0,1,1
7448,12,5203,0,14,236,808,11,43,0,1,1
7449,48,5308,0,51,1057,3448,10,39,0,1,1
7450,48,4508,0,44,237,5269,3,69,0,0,1
7451,36,2502,0,0,0,0,6,0,0,0,1
7452,60,3302,0,25,44023,18769,10,50,0,1,1
7453,36,4607,1,38,744,3850,13,60,0,1,1
7454,15,3600,0,32,377,1893,10,28,0,0,1
7455,24,4109,1,23,1077,2962,9,60,0,0,1
7456,60,2904,0,64,1795,5567,15,65,1,1,1
7457,60,4501,1,26,294,1312,10,43,0,1,1
7458,12,4610,0,35,465,2904,10,35,0,1,1
7459,48,5600,0,22,2370,4654,10,25,0,1,1
7460,24,3000,1,46,13,2854,4,26,1,1,1
7461,36,4802,0,21,928,2172,14,32,0,1,1
7462,24,3505,0,20,827,2574,7,30,0,1,1
7463,36,3702,0,54,1241,4729,10,68,0,1,1
7464,24,2303,0,70,175,1749,4,26,0,1,1
7465,12,4109,0,49,2385,6366,11,107,0,1,1
7466,36,3110,0,32,6053,3090,4,35,0,1,1
7467,24,4000,0,11,6282,1037,17,24,0,0,1
7468,48,2803,0,27,312,2137,11,23,1,1,1
7469,60,3702,6,24,92,2335,10,27,0,0,1
7470,24,4804,0,25,354,3001,10,56,0,1,1
7471,60,4105,0,103,2745,11627,6,125,0,1,1
7472,18,3710,0,3,296,800,4,0,0,0,1
7473,12,3702,4,64,3956,29022,5,43,0,0,1
7474,12,4800,0,20,392,1578,10,16,0,1,1
7475,36,4703,0,37,1700,2414,11,12,0,1,1
7476,9,2806,4,36,551,1910,9,24,0,0,1
7477,18,4308,6,31,1717,2899,7,52,0,0,1
7478,60,4208,0,17,6518,5225,5,22,1,1,1
7479,84,4507,1,41,15345,8956,11,33,1,0,1
7480,18,4601,3,61,421,4628,5,14,0,1,1
7481,24,4709,0,12,2106,958,10,45,0,0,1
7482,60,3307,0,63,1319,3540,18,49,1,1,1
7483,72,4907,0,29,1937,1120,15,0,0,0,1
7484,36,7103,0,17,4742,2215,8,35,0,0,1
7485,24,5501,1,20,5566,3914,10,91,1,1,1
7486,12,2807,4,41,355,3354,5,48,0,1,1
7487,36,2707,0,32,1027,2954,8,33,0,1,1
7488,60,3510,3,22,152,2369,4,49,1,1,1
7489,24,4404,1,49,722,9973,10,84,1,1,1
7490,60,2609,6,35,62,2385,7,65,1,1,1
7491,96,3909,1,78,1729,6753,10,28,1,1,1
7492,36,5302,2,21,4907,4431,5,35,1,0,1
7493,12,4009,0,25,3886,5315,9,60,1,0,1
7494,60,3906,1,33,1259,3163,10,54,0,1,1
7495,12,5005,0,17,1285,2824,10,46,0,1,1
7496,36,4404,2,35,996,2527,2,26,0,0,1
7497,24,3810,0,23,1009,2220,4,32,0,1,1
7498,120,3307,6,0,5508,0,6,50,0,0,1
7499,36,2803,1,21,275,2063,4,26,0,0,1
7500,60,6508,0,34,35,1790,9,18,0,0,1
7501,60,5302,0,27,41558,21302,15,100,1,1,1
7502,60,2604,0,51,942,4086,2,31,0,1,1
7503,48,4705,0,19,2187,3001,9,40,1,1,1
7504,24,6105,2,18,865,3254,10,47,1,1,1
7505,24,3506,3,43,674,3672,5,40,0,0,1
7506,18,6208,3,19,282,2392,10,28,1,1,1
7507,60,5407,6,27,5038,3583,9,38,0,0,1
7508,60,4502,0,5,492,1290,8,41,1,0,1
7509,12,4407,2,42,225,1836,11,43,1,1,1
7510,84,3706,0,36,3542,15780,8,50,0,1,1
7511,18,2802,4,31,1192,972,3,11,0,0,1
7512,36,3802,0,20,1234,2571,5,22,0,1,1
7513,24,3309,0,16,1846,3948,5,39,0,1,1
7514,36,5705,2,35,609,1804,10,25,0,1,1
7515,24,4803,1,39,458,3177,4,27,0,1,1
7516,60,5809,1,63,3745,6375,10,46,0,1,1
7517,36,6506,0,5,2432,336,18,18,1,1,1
7518,60,3711,1,37,847,6780,7,53,0,1,1
7519,6,3808,0,43,1340,5677,6,67,0,1,1
7520,60,3807,2,32,897,2008,12,83,0,1,1
7521,60,2806,0,12,5297,5000,3,30,0,1,1
7522,60,5709,5,13,5339,2024,9,67,1,0,1
7523,36,3704,0,29,1898,2859,3,47,0,0,1
7524,36,5207,0,9,592,1639,10,27,0,1,1
7525,42,1901,0,15,67,506,17,71,1,1,1
7526,36,5810,0,43,3137,7649,9,28,0,1,1
7527,36,3403,0,1,826,183,14,52,0,1,1
7528,36,2804,0,47,552,4597,10,62,0,1,1
7529,60,3800,5,48,695,3689,17,45,1,0,1
7530,12,3208,1,15,2684,2108,3,29,0,1,1
7531,60,4608,1,24,373,1893,10,32,0,0,1
7532,48,2906,0,28,651,5127,7,49,0,1,1
7533,48,3411,1,24,583,2403,21,28,1,1,1
7534,30,6207,0,30,601,3295,9,51,0,1,1
7535,24,5011,0,0,0,0,20,65,0,1,1
7536,36,5909,0,17,2747,2528,22,21,0,1,1
7537,24,2811,6,15,58,2583,5,37,0,1,1
7538,60,3304,3,34,236,4344,10,36,0,0,1
7539,60,5010,0,35,1779,3802,10,48,0,1,1
7540,36,5811,0,32,2261,10506,10,98,0,1,1
7541,12,3604,0,18,99,3232,10,48,0,1,1
7542,60,2902,2,15,710,3755,1,43,0,0,1
